ROAD,TOWN,POSTCODE,USE,X,Y
LIFFOCK AVENUE,CASTLEROCK,BT51 4DF,RESIDENTIAL,277572,435444
LIFFOCK AVENUE,CASTLEROCK,BT51 4DF,RESIDENTIAL,277575,435372
LIFFOCK AVENUE,CASTLEROCK,BT51 4DF,RESIDENTIAL,277575,435417
BALLYWOOLEN ROAD,CASTLEROCK,BT51 4TZ,COMMERCIAL,277576,434705
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277578,435563
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277579,435505
LIFFOCK AVENUE,CASTLEROCK,BT51 4DF,RESIDENTIAL,277580,435476
DUNBOE ROAD,COLERAINE,BT51 4JR,RESIDENTIAL,277582,432573
DUNBOE ROAD,COLERAINE,BT51 4JR,RESIDENTIAL,277583,432458
MUSSENDEN ROAD,CASTLEROCK,BT51 4TX,RESIDENTIAL,277583,434662
CIRCULAR ROAD,CASTLEROCK,BT51 4XA,RESIDENTIAL,277583,435840
DUNBOE ROAD,COLERAINE,BT51 4JR,RESIDENTIAL,277586,432450
CIRCULAR ROAD,CASTLEROCK,BT51 4XA,RESIDENTIAL,277587,435884
MUSSENDEN ROAD,CASTLEROCK,BT51 4TX,RESIDENTIAL,277588,434658
LIFFOCK AVENUE,CASTLEROCK,BT51 4DF,RESIDENTIAL,277589,435433
LIFFOCK AVENUE,CASTLEROCK,BT51 4DF,RESIDENTIAL,277592,435469
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277592,435497
LIFFOCK AVENUE,CASTLEROCK,BT51 4DF,RESIDENTIAL,277597,435369
CIRCULAR ROAD,CASTLEROCK,BT51 4XA,RESIDENTIAL,277600,435828
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277601,435607
SCONCE ROAD,ARTICLAVE,BT51 4JT,RESIDENTIAL,277605,432086
CIRCULAR ROAD,CASTLEROCK,BT51 4XA,RESIDENTIAL,277605,435868
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277606,435489
LIFFOCK AVENUE,CASTLEROCK,BT51 4DF,RESIDENTIAL,277607,435387
LIFFOCK AVENUE,CASTLEROCK,BT51 4DF,RESIDENTIAL,277608,435459
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277608,435620
LIFFOCK AVENUE,CASTLEROCK,BT51 4DF,RESIDENTIAL,277614,435404
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277618,435522
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277619,435481
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277619,435639
CIRCULAR ROAD,CASTLEROCK,BT51 4XA,RESIDENTIAL,277619,435815
LIFFOCK AVENUE,CASTLEROCK,BT51 4DF,RESIDENTIAL,277621,435415
CIRCULAR ROAD,CASTLEROCK,BT51 4XA,RESIDENTIAL,277621,435858
MUSSENDEN ROAD,ARTICLAVE,BT51 4TX,RESIDENTIAL,277622,434339
LIFFOCK AVENUE,CASTLEROCK,BT51 4DF,RESIDENTIAL,277623,435451
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277623,435571
LIFFOCK AVENUE,CASTLEROCK,BT51 4DF,RESIDENTIAL,277627,435436
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277631,435586
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277632,435470
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277633,435513
CIRCULAR ROAD,CASTLEROCK,BT51 4XA,RESIDENTIAL,277636,435803
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277639,435599
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277640,435540
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277640,435640
CIRCULAR ROAD,CASTLEROCK,BT51 4XA,RESIDENTIAL,277641,435843
SCONCE ROAD,ARTICLAVE,BT51 4JT,COMMERCIAL,277645,432513
SCONCE ROAD,ARTICLAVE,BT51 4JT,COMMERCIAL,277645,432513
SCONCE ROAD,ARTICLAVE,BT51 4JT,RESIDENTIAL,277646,432536
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277646,435537
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277649,435510
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277651,435534
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277653,435475
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277654,435630
CIRCULAR ROAD,CASTLEROCK,BT51 4XA,RESIDENTIAL,277655,435793
SCONCE ROAD,ARTICLAVE,BT51 4JT,RESIDENTIAL,277656,432473
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277661,435573
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277662,435492
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277662,435528
CIRCULAR ROAD,CASTLEROCK,BT51 4XA,MIXED,277663,435842
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277665,435578
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277665,435618
DUNBOE ROAD,COLERAINE,BT51 4JS,RESIDENTIAL,277667,432400
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277668,435525
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277668,435584
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277673,435522
CIRCULAR ROAD,CASTLEROCK,BT51 4XA,RESIDENTIAL,277675,435823
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277676,435611
CIRCULAR ROAD,CASTLEROCK,BT51 4XA,RESIDENTIAL,277679,435787
SCONCE ROAD,ARTICLAVE,BT51 4JT,RESIDENTIAL,277681,432579
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277681,435607
LIFFOCK PARK,CASTLEROCK,BT51 4DG,UNKNOWN,277684,435531
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277686,435603
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277688,435537
SCONCE ROAD,ARTICLAVE,BT51 4JT,RESIDENTIAL,277691,432597
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277691,435598
CIRCULAR ROAD,CASTLEROCK,BT51 4XA,RESIDENTIAL,277691,435819
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277692,435542
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277700,435551
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277704,435556
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277704,435588
CIRCULAR ROAD,CASTLEROCK,BT51 4XA,RESIDENTIAL,277705,435776
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277708,435561
ISLAY COURT,CASTLEROCK,BT51 4PZ,UNKNOWN,277708,435944
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277709,435584
CIRCULAR ROAD,CASTLEROCK,BT51 4XA,RESIDENTIAL,277709,435809
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277714,435580
LIFFOCK PARK,CASTLEROCK,BT51 4DG,RESIDENTIAL,277718,435576
CIRCULAR ROAD,CASTLEROCK,BT51 4XA,RESIDENTIAL,277719,435772
MUSSENDEN ROAD,ARTICLAVE,BT51 4TX,RESIDENTIAL,277727,434481
CIRCULAR ROAD,CASTLEROCK,BT51 4XA,RESIDENTIAL,277738,435806
BALLYWOOLEN ROAD,CASTLEROCK,BT51 4TZ,RESIDENTIAL,277744,434751
CIRCULAR ROAD,CASTLEROCK,BT51 4XA,RESIDENTIAL,277747,435758
CIRCULAR ROAD,CASTLEROCK,BT51 4XA,RESIDENTIAL,277750,435922
SCONCE ROAD,ARTICLAVE,BT51 4JT,RESIDENTIAL,277751,432680
BALLYWOOLEN ROAD,CASTLEROCK,BT51 4TZ,RESIDENTIAL,277752,434752
CIRCULAR ROAD,CASTLEROCK,BT51 4XA,RESIDENTIAL,277755,435819
EXORNA LANE,ARTICLAVE,BT51 4UA,RESIDENTIAL,277766,434607
SPRINGVALE LANE,CASTLEROCK,BT51 4XB,RESIDENTIAL,277769,435344
CIRCULAR ROAD,CASTLEROCK,BT51 4XA,RESIDENTIAL,277782,435818
CIRCULAR ROAD,CASTLEROCK,BT51 4XA,RESIDENTIAL,277794,435865
SCONCE ROAD,ARTICLAVE,BT51 4JT,RESIDENTIAL,277796,432588
EXORNA LANE,ARTICLAVE,BT51 4UA,RESIDENTIAL,277797,434608
EXORNA PARK,ARTICLAVE,BT51 4UX,RESIDENTIAL,277801,434099
SCONCE ROAD,ARTICLAVE,BT51 4JT,RESIDENTIAL,277802,432633
EXORNA LANE,ARTICLAVE,BT51 4UA,RESIDENTIAL,277804,434659
SCONCE ROAD,ARTICLAVE,BT51 4JT,RESIDENTIAL,277806,432703
SCONCE ROAD,ARTICLAVE,BT51 4JT,RESIDENTIAL,277812,432680
EXORNA PARK,ARTICLAVE,BT51 4UX,RESIDENTIAL,277831,434178
EXORNA PARK,ARTICLAVE,BT51 4UX,RESIDENTIAL,277843,434132
EXORNA PARK,ARTICLAVE,BT51 4UX,RESIDENTIAL,277844,434197
MUSSENDEN ROAD,ARTICLAVE,BT51 4TY,RESIDENTIAL,277852,434351
SCONCE ROAD,ARTICLAVE,BT51 4JT,RESIDENTIAL,277854,432658
MUSSENDEN ROAD,ARTICLAVE,BT51 4TY,RESIDENTIAL,277856,434332
EXORNA PARK,ARTICLAVE,BT51 4UX,RESIDENTIAL,277858,434150
EXORNA PARK,ARTICLAVE,BT51 4UX,RESIDENTIAL,277860,434210
EXORNA PARK,ARTICLAVE,BT51 4UX,RESIDENTIAL,277873,434167
SPRINGVALE LANE,CASTLEROCK,BT51 4XB,RESIDENTIAL,277873,435246
EXORNA PARK,ARTICLAVE,BT51 4UX,RESIDENTIAL,277874,434222
MUSSENDEN ROAD,ARTICLAVE,BT51 4TY,RESIDENTIAL,277883,434321
BALLYWOOLEN ROAD,CASTLEROCK,BT51 4XF,RESIDENTIAL,277886,434807
EXORNA PARK,ARTICLAVE,BT51 4UX,RESIDENTIAL,277888,434181
EXORNA PARK,ARTICLAVE,BT51 4UX,RESIDENTIAL,277895,434233
MUSSENDEN ROAD,CASTLEROCK,BT51 4TY,UNKNOWN,277896,434311
MUSSENDEN ROAD,ARTICLAVE,BT51 4TY,RESIDENTIAL,277899,434296
EXORNA PARK,ARTICLAVE,BT51 4UX,RESIDENTIAL,277903,434192
FAIRVIEW LANE,ARTICLAVE,BT51 4JX,RESIDENTIAL,277905,433633
FAIRVIEW LANE,ARTICLAVE,BT51 4JX,RESIDENTIAL,277909,433409
EXORNA PARK,ARTICLAVE,BT51 4UX,RESIDENTIAL,277911,434244
EXORNA PARK,ARTICLAVE,BT51 4UX,RESIDENTIAL,277915,434203
MUSSENDEN ROAD,ARTICLAVE,BT51 4TY,RESIDENTIAL,277922,434258
BOGTOWN TERRACE,CASTLEROCK,BT51 4XE,RESIDENTIAL,277922,434816
BOGTOWN TERRACE,CASTLEROCK,BT51 4XE,RESIDENTIAL,277929,434819
EXORNA PARK,ARTICLAVE,BT51 4UX,RESIDENTIAL,277931,434218
SCONCE ROAD,ARTICLAVE,BT51 4JT,COMMERCIAL,277947,432447
EXORNA PARK,ARTICLAVE,BT51 4UX,RESIDENTIAL,277948,434229
BOGTOWN TERRACE,CASTLEROCK,BT51 4XE,RESIDENTIAL,277956,434825
FAIRVIEW LANE,ARTICLAVE,BT51 4JX,RESIDENTIAL,277959,433469
BOGTOWN TERRACE,CASTLEROCK,BT51 4XE,RESIDENTIAL,277963,434824
MUSSENDEN ROAD,ARTICLAVE,BT51 4TY,RESIDENTIAL,277974,434197
BOGTOWN TERRACE,CASTLEROCK,BT51 4XE,RESIDENTIAL,277985,434830
BOGTOWN TERRACE,CASTLEROCK,BT51 4XE,RESIDENTIAL,277985,434830
MUSSENDEN ROAD,ARTICLAVE,BT51 4TY,RESIDENTIAL,277989,434180
BOGTOWN TERRACE,CASTLEROCK,BT51 4XE,RESIDENTIAL,277990,434832
DUNBOE COURT,ARTICLAVE,BT51 4XP,RESIDENTIAL,277999,433923
MUSSENDEN ROAD,ARTICLAVE,BT51 4TY,RESIDENTIAL,278006,434165
DUNBOE ROAD,COLERAINE,BT51 4JS,RESIDENTIAL,278004,431539
DUNBOE COURT,ARTICLAVE,BT51 4XP,RESIDENTIAL,278007,433911
BOGTOWN TERRACE,CASTLEROCK,BT51 4XE,RESIDENTIAL,278010,434845
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278103,434013
BOGTOWN TERRACE,CASTLEROCK,BT51 4XE,RESIDENTIAL,278018,434845
DUNBOE COURT,ARTICLAVE,BT51 4XP,RESIDENTIAL,278022,433903
DUNBOE COURT,ARTICLAVE,BT51 4XP,RESIDENTIAL,278023,433943
MUSSENDEN ROAD,ARTICLAVE,BT51 4TY,COMMERCIAL,278027,434143
DUNBOE COURT,ARTICLAVE,BT51 4XP,RESIDENTIAL,278027,433889
MUSSENDEN GRANGE,ARTICLAVE,BT51 4US,RESIDENTIAL,278027,434074
DUNBOE COURT,ARTICLAVE,BT51 4XP,RESIDENTIAL,278033,433953
MUSSENDEN GRANGE,ARTICLAVE,BT51 4US,RESIDENTIAL,278035,434042
DUNBOE COURT,ARTICLAVE,BT51 4XP,RESIDENTIAL,278041,433875
MUSSENDEN GRANGE,ARTICLAVE,BT51 4US,RESIDENTIAL,278041,434030
MUSSENDEN GRANGE,ARTICLAVE,BT51 4US,RESIDENTIAL,278044,434084
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278045,433961
MUSSENDEN ROAD,ARTICLAVE,BT51 4TY,RESIDENTIAL,278045,434136
BOGTOWN TERRACE,CASTLEROCK,BT51 4XE,RESIDENTIAL,278048,434855
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278050,433968
DUNBOE COURT,ARTICLAVE,BT51 4XP,RESIDENTIAL,278052,433893
MUSSENDEN GRANGE,ARTICLAVE,BT51 4US,RESIDENTIAL,278052,434021
DUNBOE COURT,ARTICLAVE,BT51 4XP,RESIDENTIAL,278054,433918
BOGTOWN TERRACE,CASTLEROCK,BT51 4XE,RESIDENTIAL,278055,434855
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278061,433914
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278061,433979
BOGTOWN TERRACE,CASTLEROCK,BTXX XXX,UNKNOWN,278062,434778
MUSSENDEN GRANGE,ARTICLAVE,BT51 4US,RESIDENTIAL,278066,434029
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278074,433993
MUSSENDEN GRANGE,ARTICLAVE,BT51 4US,RESIDENTIAL,278075,434064
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278076,433897
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278080,433998
MUSSENDEN GRANGE,ARTICLAVE,BT51 4US,RESIDENTIAL,278080,434038
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278087,433946
MUSSENDEN GRANGE,ARTICLAVE,BT51 4US,RESIDENTIAL,278088,434053
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278093,433932
MUSSENDEN ROAD,ARTICLAVE,BT51 4TY,UNKNOWN,278093,434155
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278095,434009
MUSSENDEN ROAD,ARTICLAVE,BT51 4TY,COMMERCIAL,278097,434131
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278105,433963
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278107,433921
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278111,433969
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278112,434026
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278113,433862
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278117,434030
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278120,433908
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278124,433904
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278125,433812
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278126,433794
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278127,433982
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278128,433788
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278128,433818
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278129,434041
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278130,433849
MUSSENDEN ROAD,ARTICLAVE,BT51 4TY,RESIDENTIAL,278130,434121
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278133,433894
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278136,433982
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278140,433776
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278141,433841
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278141,433947
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278143,433884
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278145,433965
MUSSENDEN ROAD,ARTICLAVE,BT51 4TY,RESIDENTIAL,278145,434106
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278146,433774
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278146,433937
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278147,433880
SCONCE ROAD,ARTICLAVE,BT51 4JT,RESIDENTIAL,278149,433338
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278150,433829
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278153,433824
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278153,434016
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278156,433922
MUSSENDEN ROAD,ARTICLAVE,BT51 4TY,RESIDENTIAL,278157,434093
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278159,433871
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278161,433915
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278162,433785
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278163,433866
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278164,433997
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278168,433788
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278173,433901
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278174,433857
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278175,433977
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278179,433853
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278179,433961
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278180,433803
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278181,433896
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278181,433946
MUSSENDEN ROAD,ARTICLAVE,BT51 4TY,RESIDENTIAL,278185,434117
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278186,433804
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278187,433839
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278190,433933
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278193,433834
MUSSENDEN ROAD,ARTICLAVE,BT51 4TY,RESIDENTIAL,278193,434056
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278201,433904
DUNBOE GARDENS,ARTICLAVE,BT51 4XN,RESIDENTIAL,278202,433922
ST. PAULS ROAD,ARTICLAVE,BT51 4UN,UNKNOWN,278213,433944
MUSSENDEN GARDENS,ARTICLAVE,BT51 4UZ,RESIDENTIAL,278222,434093
MUSSENDEN GARDENS,ARTICLAVE,BT51 4UZ,RESIDENTIAL,278230,434098
MUSSENDEN GARDENS,ARTICLAVE,BT51 4UZ,RESIDENTIAL,278234,434140
MUSSENDEN GARDENS,ARTICLAVE,BT51 4UZ,RESIDENTIAL,278239,434149
ST. PAULS ROAD,ARTICLAVE,BT51 4UN,COMMERCIAL,278240,434040
ST. PAULS ROAD,ARTICLAVE,BT51 4UN,COMMERCIAL,278241,433870
MUSSENDEN GARDENS,ARTICLAVE,BT51 4UZ,RESIDENTIAL,278241,434123
ST. PAULS ROAD,ARTICLAVE,BT51 4UN,RESIDENTIAL,278247,433935
ST. PAULS ROAD,ARTICLAVE,BT51 4UN,RESIDENTIAL,278249,433920
MUSSENDEN GARDENS,ARTICLAVE,BT51 4UZ,RESIDENTIAL,278250,434115
FAIRVIEW LANE,ARTICLAVE,BT51 4JX,RESIDENTIAL,278251,433665
FAIRVIEW PARK,ARTICLAVE,BT51 4UJ,RESIDENTIAL,278254,433819
MUSSENDEN GARDENS,ARTICLAVE,BT51 4UZ,RESIDENTIAL,278257,434071
FAIRVIEW PARK,ARTICLAVE,BT51 4UJ,RESIDENTIAL,278258,433815
MUSSENDEN GARDENS,ARTICLAVE,BT51 4UZ,RESIDENTIAL,278258,434153
ST. PAULS ROAD,ARTICLAVE,BT51 4UN,RESIDENTIAL,278261,433892
FAIRVIEW PARK,ARTICLAVE,BT51 4UJ,RESIDENTIAL,278263,433809
MUSSENDEN GARDENS,ARTICLAVE,BT51 4UZ,RESIDENTIAL,278264,434079
ST. PAULS ROAD,ARTICLAVE,BT51 4UN,RESIDENTIAL,278266,433918
FAIRVIEW PARK,ARTICLAVE,BT51 4UJ,RESIDENTIAL,278267,433805
MUSSENDEN GARDENS,ARTICLAVE,BT51 4UZ,RESIDENTIAL,278267,434148
FAIRVIEW PARK,ARTICLAVE,BT51 4UJ,RESIDENTIAL,278272,433839
MUSSENDEN GARDENS,ARTICLAVE,BT51 4UZ,RESIDENTIAL,278275,434091
FAIRVIEW PARK,ARTICLAVE,BT51 4UJ,RESIDENTIAL,278276,433836
MUSSENDEN GARDENS,ARTICLAVE,BT51 4UZ,RESIDENTIAL,278278,434131
ST. PAULS ROAD,ARTICLAVE,BT51 4UN,RESIDENTIAL,278279,433954
MUSSENDEN GARDENS,ARTICLAVE,BT51 4UZ,RESIDENTIAL,278279,434170
MUSSENDEN GARDENS,ARTICLAVE,BT51 4UZ,RESIDENTIAL,278282,434099
MUSSENDEN GARDENS,ARTICLAVE,BT51 4UZ,RESIDENTIAL,278284,434140
MUSSENDEN GARDENS,ARTICLAVE,BT51 4UZ,RESIDENTIAL,278285,434167
FAIRVIEW PARK,ARTICLAVE,BT51 4UJ,RESIDENTIAL,278287,433791
ST. PAULS ROAD,ARTICLAVE,BT51 4UN,RESIDENTIAL,278290,433938
FAIRVIEW PARK,ARTICLAVE,BT51 4UJ,RESIDENTIAL,278291,433794
MUSSENDEN GARDENS,ARTICLAVE,BT51 4UZ,RESIDENTIAL,278291,434163
FAIRVIEW PARK,ARTICLAVE,BT51 4UJ,RESIDENTIAL,278294,433829
ST. PAULS ROAD,ARTICLAVE,BT51 4UN,RESIDENTIAL,278295,433883
FAIRVIEW PARK,ARTICLAVE,BT51 4UJ,RESIDENTIAL,278297,433799
FAIRVIEW PARK,ARTICLAVE,BT51 4UJ,RESIDENTIAL,278298,433863
MUSSENDEN GARDENS,ARTICLAVE,BT51 4UZ,RESIDENTIAL,278299,434147
FAIRVIEW PARK,ARTICLAVE,BT51 4UJ,RESIDENTIAL,278300,433834
FAIRVIEW PARK,ARTICLAVE,BT51 4UJ,RESIDENTIAL,278301,433803
FAIRVIEW PARK,ARTICLAVE,BT51 4UJ,RESIDENTIAL,278302,433858
MUSSENDEN GARDENS,ARTICLAVE,BT51 4UZ,RESIDENTIAL,278303,434152
FAIRVIEW PARK,ARTICLAVE,BT51 4UJ,RESIDENTIAL,278305,433838
FAIRVIEW PARK,ARTICLAVE,BT51 4UJ,RESIDENTIAL,278309,433809
FAIRVIEW PARK,ARTICLAVE,BT51 4UJ,RESIDENTIAL,278313,433813
FAIRVIEW PARK,ARTICLAVE,BT51 4UJ,RESIDENTIAL,278313,433845
ROCKMOUNT GARDENS,ARTICLAVE,BT51 4UU,RESIDENTIAL,278316,433923
FAIRVIEW PARK,ARTICLAVE,BT51 4UJ,RESIDENTIAL,278318,433818
FAIRVIEW PARK,ARTICLAVE,BT51 4UJ,RESIDENTIAL,278323,433822
ROCKMOUNT GARDENS,ARTICLAVE,BT51 4UU,RESIDENTIAL,278324,433928
BALLYWOOLEN ROAD,CASTLEROCK,BT51 4XF,RESIDENTIAL,278325,434983
ROCKMOUNT GARDENS,ARTICLAVE,BT51 4UU,RESIDENTIAL,278331,433947
FAIRVIEW PARK,ARTICLAVE,BT51 4UJ,RESIDENTIAL,278336,433835
ROCKMOUNT GARDENS,ARTICLAVE,BT51 4UU,RESIDENTIAL,278338,433951
FAIRVIEW PARK,ARTICLAVE,BT51 4UJ,RESIDENTIAL,278341,433832
ROCKMOUNT GARDENS,ARTICLAVE,BT51 4UU,RESIDENTIAL,278343,433899
ROCKMOUNT GARDENS,ARTICLAVE,BT51 4UU,RESIDENTIAL,278344,433965
ROCKMOUNT GARDENS,ARTICLAVE,BT51 4UU,RESIDENTIAL,278347,433904
ROCKMOUNT GARDENS,ARTICLAVE,BT51 4UU,RESIDENTIAL,278350,433910
ROCKMOUNT GARDENS,ARTICLAVE,BT51 4UU,RESIDENTIAL,278351,433969
ROCKMOUNT GARDENS,ARTICLAVE,BT51 4UU,RESIDENTIAL,278353,433916
ROCKMOUNT GARDENS,ARTICLAVE,BT51 4UU,RESIDENTIAL,278357,433921
BALLYWOOLEN ROAD,CASTLEROCK,BT51 4XF,RESIDENTIAL,278359,434981
CHURCH TERRACE,COLERAINE,BT51 4UG,RESIDENTIAL,278360,433886
ROCKMOUNT GARDENS,ARTICLAVE,BT51 4UU,RESIDENTIAL,278360,433925
ROCKMOUNT GARDENS,ARTICLAVE,BT51 4UU,RESIDENTIAL,278364,433932
CHURCH TERRACE,COLERAINE,BT51 4UG,RESIDENTIAL,278365,433885
ROCKMOUNT GARDENS,ARTICLAVE,BT51 4UU,RESIDENTIAL,278367,433937
CHURCH TERRACE,COLERAINE,BT51 4UG,RESIDENTIAL,278372,433881
DUNBOE ROAD,COLERAINE,BT51 4JS,RESIDENTIAL,278374,431678
